"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"429942"	"NC_047559.1"	42959827	42959827	"+"	4.67564164728511e-09	5.00052853254352e-07	-50.1105216622458
"437626"	"NC_047559.1"	43762971	43762971	"+"	4.75601884388636e-09	5.07765043193713e-07	-52.0010964912281
"437997"	"NC_047559.1"	43807921	43807921	"+"	3.44400301610314e-13	1.04495619685844e-10	51.6603031354853
"438687"	"NC_047559.1"	43860906	43860906	"+"	8.47633641991122e-15	3.68774426527443e-12	-51.9396551724138
"438738"	"NC_047559.1"	43868419	43868419	"+"	3.56179714942297e-17	2.63169276160664e-14	-58.125
"443248"	"NC_047559.1"	44270343	44270343	"+"	2.86849689185201e-09	3.24906429400556e-07	-56.3342318059299
"443249"	"NC_047559.1"	44270355	44270355	"+"	2.43350848696998e-09	2.8126648574955e-07	-60.0563909774436
"444879"	"NC_047559.1"	44522616	44522616	"+"	7.54405571910527e-11	1.29900590596286e-08	52.9654359780047
"447528"	"NC_047559.1"	44794406	44794406	"+"	9.46647457866517e-10	1.22771738137221e-07	-50.1521606816798
"450413"	"NC_047559.1"	44990232	44990232	"+"	1.99762600840192e-12	5.06373824052102e-10	-50.314307266784
"458169"	"NC_047559.1"	45772762	45772762	"+"	2.59147516369562e-14	1.01364008469266e-11	53.9325842696629
"458577"	"NC_047559.1"	45821827	45821827	"+"	1.29811726800135e-15	6.78169695966283e-13	-51.3069066989787
"458978"	"NC_047559.1"	45864012	45864012	"+"	5.88908032793433e-13	1.68793657352673e-10	-58.7270501835985
"459457"	"NC_047559.1"	46003324	46003324	"+"	1.75925285743466e-08	1.60299146339568e-06	52.3431594860166
"463110"	"NC_047559.1"	46547426	46547426	"+"	1.0488459816951e-14	4.47079207140145e-12	-57.3457792207792
"463159"	"NC_047559.1"	46556878	46556878	"+"	1.04538828923324e-17	8.61166135289408e-15	-53.8052373158756
"480704"	"NC_047559.1"	48046109	48046109	"+"	4.09750765049629e-11	7.55426545242612e-09	-55.3819062293639
"484592"	"NC_047559.1"	48318690	48318690	"+"	4.72003770711126e-14	1.73996025072869e-11	-54.1666666666667
"487314"	"NC_047559.1"	48748328	48748328	"+"	3.64140785594703e-21	5.80584696987854e-18	-53.0864197530864
"491380"	"NC_047559.1"	49532229	49532229	"+"	1.44862783381318e-16	9.32073185541004e-14	-63.0952380952381
"491866"	"NC_047559.1"	49590907	49590907	"+"	4.17855111258427e-16	2.43140722459712e-13	-55.7520325203252
"507270"	"NC_047559.1"	50727059	50727059	"+"	1.21637742507367e-14	5.11734153968783e-12	-52.3820483314154
"509452"	"NC_047559.1"	51046066	51046066	"+"	2.73957056980959e-08	2.36520795011062e-06	-52.1428571428571
"519378"	"NC_047559.1"	52084013	52084013	"+"	1.6924346806314e-12	4.36059270991116e-10	50.8395989974937
"527371"	"NC_047559.1"	52712618	52712618	"+"	6.41159835793654e-15	2.86035614553618e-12	-59.833930315858
"539627"	"NC_047559.1"	53851352	53851352	"+"	5.0330652203393e-26	1.94584951378404e-22	-51.4208581983518
